121,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
122,false,{},false
123,false,{},false
124,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
125,false,{},false
126,false,{},false
127,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,0/1,-1/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
128,false,{},false
129,true,{{1/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,1/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-3/1,0/1,-3/1,-1/1}},false
130,false,{},false
131,true,{{1/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,1/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-3/1,0/1,-3/1,-1/1}},false
132,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
133,true,{{1/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,1/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-3/1,0/1,-2/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1}},false
134,false,{},false
135,false,{},false
136,true,{{1/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-3/1,0/1,-2/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1}},false
137,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
138,false,{},false
139,false,{},false
140,false,{},false
141,false,{},false
142,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,-2/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
143,true,{{1/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,1/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-3/1,0/1,-4/1,-1/1}},false
144,true,{{1/1,0/1,-1/1,-1/1,0/1,0/1},{0/1,1/1,-1/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,-3/1,-3/1,-1/1,-1/1},{0/1,0/1,-1/1,-1/1,0/1,0/1},{0/1,0/1,-3/1,-3/1,0/1,-1/1}},false
145,false,{},false
146,true,{{1/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,1/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-3/1,1/1,-3/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-3/1,0/1,-3/1,-1/1}},false
147,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,-1/1}},false
148,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
149,false,{},false
150,false,{},false
151,false,{},false
152,false,{},false
153,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,-3/1,0/1,-1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
154,true,{{1/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,1/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-3/1,0/1,-3/1,-1/1}},false
155,false,{},false
156,false,{},false
157,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
158,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
159,false,{},false
160,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
161,true,{{1/1,0/1,-1/1,-1/1,-1/1,0/1},{0/1,1/1,-1/1,-1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,-1/1,-1/1,0/1},{0/1,0/1,-3/1,-3/1,-3/1,-1/1}},false
162,false,{},false
163,true,{{1/1,0/1,-1/1,-1/1,-1/1,0/1},{0/1,1/1,-1/1,-1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,-1/1,-1/1,0/1},{0/1,0/1,-3/1,-3/1,-3/1,-1/1}},false
164,false,{},false
165,true,{{1/1,0/1,-1/1,-1/1,0/1,0/1},{0/1,1/1,-1/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,-1/1,0/1,0/1},{0/1,0/1,-3/1,-3/1,0/1,-1/1}},false
166,true,{{1/1,0/1,-1/1,-1/1,0/1,0/1},{0/1,1/1,-1/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,0/1,-1/1,-1/1,0/1,0/1},{0/1,0/1,-3/1,-3/1,0/1,-1/1}},false
167,false,{},false
168,true,{{1/1,0/1,-1/1,-1/1,0/1,0/1},{0/1,1/1,-1/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,-3/1,-3/1,1/1,-1/1},{0/1,0/1,-1/1,-1/1,0/1,0/1},{0/1,0/1,-3/1,-3/1,0/1,-1/1}},false
169,false,{},false
170,false,{},false
171,false,{},false
172,false,{},false
173,false,{},false
174,false,{},false
175,true,{{1/1,0/1,-1/1,-1/1,0/1,0/1},{0/1,1/1,-1/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,0/1,-1/1,-1/1,0/1,0/1},{0/1,0/1,-3/1,-3/1,0/1,-1/1}},false
176,false,{},false
177,true,{{1/1,0/1,-1/1,-1/1,0/1,0/1},{0/1,1/1,-1/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,-1/1,0/1,0/1},{0/1,0/1,-3/1,-3/1,0/1,-1/1}},false
178,false,{},false
179,true,{{1/1,0/1,-1/1,-1/1,0/1,0/1},{0/1,1/1,-1/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,-3/1,-3/1,1/1,-1/1},{0/1,0/1,-1/1,-1/1,0/1,0/1},{0/1,0/1,-3/1,-3/1,0/1,-1/1}},false
180,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
181,true,{{1/1,0/1,-1/1,0/1,-2/1,0/1},{0/1,1/1,-1/1,0/1,-2/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,-2/1,0/1},{0/1,0/1,-3/1,0/1,-6/1,-1/1}},false
182,true,{{1/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-3/1,0/1,-3/1,-1/1}},false
183,false,{},false
184,false,{},false
185,false,{},false
186,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
187,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
188,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
189,false,{},false
190,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,-1/1,0/1,-1/1},{0/1,0/1,-3/1,0/1,1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
191,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,-3/1,0/1,1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
192,true,{{1/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,1/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-3/1,0/1,-3/1,-1/1}},false
193,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
194,false,{},false
195,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
196,false,{},false
197,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
198,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
199,false,{},false
200,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
201,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
202,false,{},false
203,false,{},false
204,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
205,false,{},false
206,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,-3/1,0/1,1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
207,false,{},false
208,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
209,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,1/1,0/1,-1/1},{0/1,0/1,-3/1,0/1,1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
210,true,{{1/1,0/1,-1/1,0/1,-2/1,0/1},{0/1,1/1,-1/1,0/1,-2/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,-2/1,0/1},{0/1,0/1,-3/1,0/1,-6/1,-1/1}},false
211,true,{{1/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-3/1,0/1,-3/1,-1/1}},false
212,false,{},false
213,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
214,false,{},false
215,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,-3/1,0/1,1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
216,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
217,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
218,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
219,false,{},false
220,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
221,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
222,true,{{1/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,1/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-3/1,0/1,-3/1,-1/1}},false
223,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
224,false,{},false
225,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
226,false,{},false
227,false,{},false
228,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,-3/1,0/1,1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-3/1,0/1,0/1,-1/1}},false
229,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
230,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-2/1,-1/1}},false
231,false,{},false
232,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,1/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-4/1,0/1,-2/1,-1/1}},false
233,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-2/1,-1/1}},false
234,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
235,false,{},false
236,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,-1/1}},false
237,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,-1/1}},false
238,false,{},false
239,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,-1/1,-1/1}},false
240,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-3/1,0/1,-1/1,-1/1}},false
241,false,{},false
242,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,-1/1}},false
243,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,-3/1,0/1,-1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-2/1,0/1,0/1,-1/1}},false
244,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
245,false,{},false
246,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
247,false,{},false
248,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,-1/1,-1/1}},false
249,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,-1/1,-1/1,0/1},{0/1,0/1,-3/1,-1/1,-1/1,-1/1}},false
250,false,{},false
251,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,-1/1,-1/1}},false
252,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-2/1,-1/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-2/1,0/1,0/1,-1/1}},false
253,false,{},false
254,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,-2/1,-1/1,0/1,-1/1}},false
255,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,-1/1,1/1,-1/1},{0/1,0/1,-2/1,-1/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-2/1,0/1,0/1,-1/1}},false
256,true,{{1/1,0/1,-1/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,-1/1,1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,-2/1,-1/1,0/1,-1/1}},false
257,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
258,false,{},false
259,false,{},false
260,false,{},false
261,false,{},false
