830,false,{},false
831,true,{{0/1,1/1,0/1,-1/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,-1/1,-1/1}},false
832,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,-1/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
833,true,{{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1},{-1/1,0/1,0/1,0/1,0/1},{-1/1,0/1,0/1,0/1,-1/1}},false
834,false,{},false
835,true,{{0/1,1/1,-1/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{-1/1,0/1,-1/1,1/1,-1/1},{-1/1,0/1,-1/1,0/1,0/1},{-1/1,0/1,-1/1,0/1,-1/1}},false
836,true,{{1/1,0/1,0/1,-1/1,0/1},{0/1,1/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
837,true,{{0/1,1/1,0/1,0/1,-1/1},{-1/1,0/1,1/1,0/1,-1/1},{-1/1,0/1,0/1,1/1,-1/1},{-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
838,true,{{0/1,1/1,0/1,0/1,0/1},{-1/1,0/1,1/1,0/1,-1/1},{-1/1,0/1,0/1,1/1,-1/1},{-1/1,0/1,0/1,0/1,0/1},{-1/1,0/1,0/1,0/1,-1/1}},false
839,true,{{0/1,1/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,-1/1},{-1/1,0/1,0/1,1/1,-2/1},{-1/1,0/1,0/1,0/1,-2/1},{0/1,0/1,0/1,0/1,-1/1}},false
840,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
841,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
842,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
843,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
844,false,{},false
845,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
846,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
847,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
848,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
849,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
850,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
851,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
852,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
853,false,{},false
854,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
855,true,{{-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},true
856,true,{{-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
857,true,{{-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
858,true,{{-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
859,true,{{-1/1,0/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
860,true,{{-1/1,0/1,0/1,0/1,-2/1},{0/1,1/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
861,true,{{-1/1,0/1,0/1,0/1,-1/1},{0/1,1/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
862,true,{{-1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
863,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
864,true,{{1/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
865,true,{{1/1,0/1,0/1,0/1,-1/1},{0/1,1/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
